254f4035bff2bd85 ,53674359354 ,-0.10709689 ,-0.101207905 ,0.12929721 ,0 ,Acc ,10
254f4035bff2bd85 ,53794359354 ,-0.17023902 ,-0.2142768 ,-0.03866591 ,0 ,Acc ,10
254f4035bff2bd85 ,53914359354 ,0.39989266 ,-1.6878482 ,-1.0781677 ,0 ,Acc ,10
254f4035bff2bd85 ,54034359354 ,0.1639343 ,0.4453998 ,-0.009618345 ,0 ,Acc ,10
254f4035bff2bd85 ,54154359354 ,-0.2910721 ,-0.27558962 ,0.12823647 ,0 ,Acc ,10
254f4035bff2bd85 ,54274359354 ,-0.18093388 ,-0.22391567 ,0.48690403 ,0 ,Acc ,10
254f4035bff2bd85 ,54394359354 ,-0.22956502 ,1.73145 ,-0.19654898 ,0 ,Acc ,10
254f4035bff2bd85 ,54514359354 ,-0.70257777 ,-1.631628 ,-2.2706273 ,0 ,Acc ,10
254f4035bff2bd85 ,54634337234 ,-0.077794075 ,-0.5173047 ,-0.6018643 ,0 ,Acc ,10
254f4035bff2bd85 ,54874337234 ,-0.16696145 ,0.8988837 ,-1.9433482 ,0 ,Acc ,10
254f4035bff2bd85 ,54994337234 ,0.25692248 ,-0.2289659 ,-0.955352 ,0 ,Acc ,10
254f4035bff2bd85 ,55114337234 ,-0.49782997 ,-0.14427546 ,1.4066042 ,0 ,Acc ,10
254f4035bff2bd85 ,55234337234 ,-0.24936631 ,0.048010617 ,-0.32866436 ,0 ,Acc ,10
254f4035bff2bd85 ,55354337234 ,-0.081396945 ,0.10852408 ,0.120774284 ,0 ,Acc ,10
254f4035bff2bd85 ,55594337234 ,-0.09868355 ,-0.0015325831 ,-0.1771402 ,0 ,Acc ,10
254f4035bff2bd85 ,55834337234 ,-0.030649256 ,0.14044553 ,0.10511092 ,0 ,Acc ,10
254f4035bff2bd85 ,56074337234 ,0.30064732 ,-0.068371564 ,-0.14674923 ,0 ,Acc ,10
254f4035bff2bd85 ,56194337234 ,-0.007727525 ,0.010246963 ,-0.36247146 ,0 ,Acc ,10
254f4035bff2bd85 ,56314337234 ,0.17587577 ,0.21228635 ,-0.2563758 ,0 ,Acc ,10
254f4035bff2bd85 ,56434337234 ,-0.017107252 ,0.06696776 ,-0.46932274 ,0 ,Acc ,10
254f4035bff2bd85 ,56554337234 ,0.023038492 ,-0.13665149 ,0.17976151 ,0 ,Acc ,10
254f4035bff2bd85 ,56674316508 ,-0.0062726894 ,-1.1214758 ,-0.56312716 ,0 ,Acc ,10
254f4035bff2bd85 ,56794316508 ,-0.71308774 ,0.40212244 ,-0.9415052 ,0 ,Acc ,10
254f4035bff2bd85 ,56914316508 ,-0.10198122 ,-0.48486105 ,-0.8375057 ,0 ,Acc ,10
254f4035bff2bd85 ,57034316508 ,-0.14775023 ,0.80618435 ,-1.3312991 ,0 ,Acc ,10
254f4035bff2bd85 ,57154316508 ,0.12546335 ,0.21020204 ,0.4065879 ,0 ,Acc ,10
254f4035bff2bd85 ,57274316508 ,0.0096336035 ,-0.5177778 ,0.041522145 ,0 ,Acc ,10
254f4035bff2bd85 ,57394316508 ,0.17722252 ,-0.17174818 ,0.4036908 ,0 ,Acc ,10
254f4035bff2bd85 ,57634316508 ,-0.14968073 ,-0.5486781 ,-0.023596385 ,0 ,Acc ,10
254f4035bff2bd85 ,57754316508 ,-0.09517343 ,-0.56833196 ,0.08207549 ,0 ,Acc ,10
254f4035bff2bd85 ,57874316508 ,-0.12550282 ,-0.5496987 ,-0.029003426 ,0 ,Acc ,10
254f4035bff2bd85 ,57994316508 ,-0.14286473 ,-0.57621634 ,-0.123944916 ,0 ,Acc ,10
254f4035bff2bd85 ,58114316508 ,-0.08303035 ,-0.46327782 ,-0.078411765 ,0 ,Acc ,10
254f4035bff2bd85 ,58234316508 ,-0.10957527 ,-0.50602764 ,-0.09275793 ,0 ,Acc ,10
254f4035bff2bd85 ,58354316508 ,-0.023916217 ,-0.52247506 ,0.44917795 ,0 ,Acc ,10
254f4035bff2bd85 ,58474316508 ,0.0780298 ,-1.22993 ,0.21166512 ,0 ,Acc ,10
254f4035bff2bd85 ,58594316508 ,-0.115034476 ,-0.64110976 ,-0.45118326 ,0 ,Acc ,10
254f4035bff2bd85 ,58714294815 ,-0.107573785 ,-0.6413833 ,-0.598846 ,0 ,Acc ,10
254f4035bff2bd85 ,58834294815 ,-0.3951913 ,-1.0513104 ,1.5559614 ,0 ,Acc ,10
254f4035bff2bd85 ,58954294815 ,-0.16463874 ,-0.7723919 ,0.41890267 ,0 ,Acc ,10
254f4035bff2bd85 ,59074294815 ,-0.17440261 ,-0.7119951 ,-0.476927 ,0 ,Acc ,10
254f4035bff2bd85 ,59194294815 ,-0.08807546 ,-0.52797073 ,-0.33929548 ,0 ,Acc ,10
254f4035bff2bd85 ,59314294815 ,-0.2094021 ,-1.1728778 ,-0.41343313 ,0 ,Acc ,10
254f4035bff2bd85 ,59434294815 ,0.18386565 ,-0.7737642 ,0.5045567 ,0 ,Acc ,10
254f4035bff2bd85 ,59554294815 ,0.016869465 ,-0.70319146 ,0.09432329 ,0 ,Acc ,10
254f4035bff2bd85 ,59674294815 ,-0.09628185 ,-0.82916653 ,0.06656604 ,0 ,Acc ,10
254f4035bff2bd85 ,59794294815 ,-0.16575621 ,-0.6542277 ,0.020686341 ,0 ,Acc ,10
254f4035bff2bd85 ,59914294815 ,-0.05276968 ,-0.5641407 ,-0.19661136 ,0 ,Acc ,10
254f4035bff2bd85 ,60034294815 ,-0.33502382 ,-1.1910524 ,0.9224572 ,0 ,Acc ,10
254f4035bff2bd85 ,60154294815 ,-0.25073192 ,-0.54047525 ,0.42334926 ,0 ,Acc ,10
254f4035bff2bd85 ,60274294815 ,-0.17063569 ,-0.2710781 ,0.065058455 ,0 ,Acc ,10
254f4035bff2bd85 ,60394294815 ,-0.017849632 ,-0.38810676 ,0.07113671 ,0 ,Acc ,10
254f4035bff2bd85 ,60514294815 ,-0.17766519 ,-1.9928702 ,-0.30374348 ,0 ,Acc ,10
254f4035bff2bd85 ,60634274698 ,0.17219116 ,-0.2522718 ,-0.2497101 ,0 ,Acc ,10
254f4035bff2bd85 ,60754274698 ,0.120096125 ,-0.25277567 ,0.57510704 ,0 ,Acc ,10
254f4035bff2bd85 ,60874274698 ,0.093816996 ,-0.8911774 ,0.72341543 ,0 ,Acc ,10
