0.0000000000 -0.7752745000 -4.7545385000 8.8103730000 0.3024394000 -0.0566882940 -0.0215635410
0.1000000000 -0.6222249649 -4.1993046732 9.1205975651 0.2308314026 -0.0025349733 0.0570419396
0.2000000000 -0.6563302332 -3.8514789299 9.2483913355 0.1394725818 0.0217251726 0.0635856659
0.3000000000 -0.7806850272 -3.6841867172 9.2629100010 0.0558004973 0.0275524726 0.0339288294
0.4000000000 -0.8983840696 -3.6705534822 9.2333092514 0.0072527086 0.0264072555 0.0039326214
0.5000000000 -0.9244044709 -3.7690142304 9.2205984536 0.0090595052 0.0283233354 0.0033483795
0.6000000000 -0.8928964763 -3.8206371275 9.2104487545 -0.0201320035 0.0304684096 0.0078039614
0.7000000000 -0.9703215253 -3.8205290426 9.1625450405 -0.0340842530 0.0269146480 -0.0030477241
0.8000000000 -0.9845743699 -3.8955763484 9.1713466085 -0.0218774809 0.0059851653 0.0033959537
0.9000000000 -0.9758126799 -3.8868126621 9.2393880010 0.1017844296 -0.0025013452 -0.0048976725
1.0000000000 -1.0232977601 -3.5283662584 9.1727241608 0.1755867507 -0.0332757341 0.0314204373
1.1000000000 -1.0212152160 -3.4826527666 9.2975849076 0.1907437052 -0.0617501769 0.0569079429
1.2000000000 -1.0641343017 -3.4211589175 9.7162895472 0.8253493784 -0.0589331681 -0.0179904174
1.3000000000 -0.9404346864 -2.2933468566 10.2837265919 1.6995249566 -0.0712095150 0.1572139973
1.4000000000 -0.7185147735 -0.9224230206 10.8359331986 1.4350747978 -0.0825304034 0.6299749650
1.5000000000 -0.7672577768 1.3663172899 9.8167838037 1.2700343769 -0.3308037645 0.7848374302
1.6000000000 0.5216652329 2.3614259768 9.2857368678 1.0967978731 -0.4682229018 0.8264348524
1.7000000000 0.9554915739 2.7308971689 8.6673625352 0.6042376321 -0.1166354511 0.3450641295
1.8000000000 0.6940927984 3.2130248852 9.0057420220 0.2791525071 0.0300250247 0.0197728862
1.9000000000 0.5773945066 3.5618370364 9.4115119116 0.1390180760 0.0215099608 -0.0042494559
2.0000000000 0.5886156245 3.6639704756 9.4989863215 0.3421761263 -0.0034840174 0.0134482648
2.1000000000 0.6470166954 4.9392498315 9.6270555562 -0.6902184494 0.0656504612 0.0343157387
2.2000000000 -0.3887364629 -1.1585776212 5.1292133618 6.3256791962 0.4080184230 -0.5791115271
2.3000000000 -1.9264910587 -3.1260863719 3.0388992062 14.4095169441 0.4831900745 -1.2260338914
2.4000000000 -0.1035229886 0.7753155923 7.2784196412 7.3185322520 -0.4582634751 -0.6434932636
2.5000000000 1.2759044815 3.3843900652 9.8180463005 0.3330316986 -0.6210409037 0.0218380330
2.6000000000 0.8526779591 4.6136507508 9.0431114513 0.5962843643 -0.0545812808 0.0584428208
2.7000000000 0.9532747528 5.0041543736 8.6794522427 -0.0885518307 -0.0046266109 -0.0111792762
2.8000000000 0.7620122748 4.4509874384 8.7045539501 -0.0464699014 -0.0084142434 -0.0810278384
2.9000000000 0.7915632418 4.0834371295 8.9860356412 -0.1300121200 -0.0395366772 -0.0124761338
3.0000000000 0.7760636787 4.0701052747 9.0145546932 -0.0760272432 0.0007342741 -0.0196941916
3.1000000000 0.7158774200 4.0211419596 8.9338293545 0.0223153065 0.0291565129 -0.0334473799
3.2000000000 0.6675711351 4.0898481422 9.0384161807 0.0639293873 0.0298363629 -0.0165347006
3.3000000000 0.6752366061 4.0272922656 9.1577451442 -0.0210050062 0.0354767256 -0.0118946793
3.4000000000 0.7555363070 3.7489244273 9.1354040118 -0.0304552235 0.0078975056 -0.0341913332
3.5000000000 0.9522984928 4.0647178212 9.0326671397 -0.0214226613 -0.0025847506 -0.0953868220
3.6000000000 1.5322781246 4.9601275395 8.5544791881 -1.1575224941 0.1610100917 -0.4765822266
3.7000000000 1.1926773786 2.9968513019 8.5735709030 -1.4169715641 0.3980079808 -1.5746025628
3.8000000000 -0.0675586083 0.3275452184 8.9560291651 -1.0259704786 0.0867166994 -2.4193142741
3.9000000000 -0.3010005593 -1.0697514671 9.8641061534 -0.7680268054 -0.3362399119 -2.1303397491
4.0000000000 0.0143053420 -2.1860287117 10.5481291025 -0.6993599790 -0.2649069790 -1.2340253255
4.1000000000 -0.3257700161 -2.3268070323 10.3457363999 -0.5478457301 0.0414678929 -0.5644745617
4.2000000000 -0.1795227798 -2.4986749123 9.5719450853 -0.0791352701 0.2322986691 -0.4731877070
