  -0.77527   -0.62222   -0.65633   -0.78069   -0.89838   -0.92440   -0.89290   -0.97032   -0.98457   -0.97581   -1.02330   -4.75454   -4.19930   -3.85148   -3.68419   -3.67055   -3.76901   -3.82064   -3.82053   -3.89558   -3.88681   -3.52837 
   0.95327    0.76201    0.79156    0.77606    0.71588    0.66757    0.67524    0.75554    0.95230    1.53228    1.19268    5.00415    4.45099    4.08344    4.07011    4.02114    4.08985    4.02729    3.74892    4.06472    4.96013    2.99685 
   0.69493    1.28332   -0.74100   -0.18226   -0.47389   -0.76094    0.52028    0.87994    0.51740    0.20247    0.20319   -2.20915   -2.53662   -3.67773   -3.16725   -3.96015   -3.93138   -5.26019   -4.86134   -4.87473   -5.02831   -5.08328 
   0.52028    0.87994    0.51740    0.20247    0.20319    0.31498    0.30938    0.28880    0.34840    0.37077    0.35937   -5.26019   -4.86134   -4.87473   -5.02831   -5.08328   -5.05573   -5.01672   -5.07897   -5.05707   -5.04426   -5.04105 
   0.34840    0.37077    0.35937    0.37399    0.31431    0.30903    0.39136    0.28557    0.29150    0.31553    0.35685   -5.05707   -5.04426   -5.04105   -4.95815   -5.07320   -5.03890   -5.07869   -5.07262   -5.12161   -5.13519   -5.09394 
  -0.21682    0.06562    0.07075    0.13512   -0.07794    0.19887   -0.16114    0.27942    0.67022    0.42593    1.19707   -5.05500   -5.78644   -5.51587   -5.87800   -5.89754   -5.52062   -5.32053   -5.47851   -6.50932   -5.56302   -8.06040 
   0.67022    0.42593    1.19707   -1.22759   -3.36981   -0.44938    0.38008    2.00132    0.87506    1.11170    3.05838   -6.50932   -5.56302   -8.06040  -10.59956   -7.89398   -7.79983   -9.46145  -10.54694   -9.87472  -12.03644  -12.03841 
   5.09783    4.31020    4.93451    5.01563    5.21550    4.64721    2.43921    2.62360    3.19229    2.16148    4.13776   -8.25516   -7.43343   -7.91532   -7.62176   -8.82205   -9.40837   -7.61981   -8.99507   -8.92333   -7.73342   -8.78564 
   5.10773    4.63687    5.65864    7.16245    4.33433    4.95117    3.52467    4.62346    6.89129    4.63791    5.57446  -10.16634   -8.62198   -8.05500   -9.01125   -7.69087   -8.49086   -7.15011   -7.94903   -8.35273   -5.96768   -7.65579 
   3.65791    3.64902    4.91359    3.41729    0.61072   -0.72339   -3.52741    1.55605   15.58777   15.98995    5.26839   -7.40621   -7.46952   -9.34824  -11.44372  -10.37968   -5.66051    6.74953    8.31399   -8.74525  -13.83643   -6.08509 
  15.58777   15.98995    5.26839    3.99450    4.05448    3.19062    1.99947    2.79370    3.89514    4.72380    5.21482   -8.74525  -13.83643   -6.08509   -8.41084   -9.14210   -8.80019   -7.42012   -7.64386   -7.82754   -8.00722   -8.02813 
   5.43996    5.50142    5.43002    5.28117    5.25699    5.33990    5.29088    5.25472    5.23090    5.13139    5.41269   -8.08053   -7.76323   -7.56890   -7.69793   -7.74934   -7.72459   -7.65747   -7.65538   -7.76340   -7.68898   -7.75448 
   5.22621    5.28635    5.16997    5.25265    4.89119    4.51912    5.15756    6.84669    7.25331    6.62225    5.53338   -7.60298   -7.66445   -7.82945   -8.02575   -7.54123   -7.47524   -7.35530   -6.78707   -6.15947   -5.55610   -6.82188 
   4.90400    3.41006    2.45522    3.09014    5.14105    4.02296    1.14531   -2.26839    7.08213   22.76108   14.13772   -7.66800   -5.65629   -6.63315   -7.68847  -10.76870  -11.65365   -3.00245   13.37768   10.11873   -9.31212   -7.74453 
   8.51620    3.96117    1.67718    0.91308    1.95014    0.32579   -2.36258   -3.47242    7.66047   17.40982   10.26811  -10.68480  -11.14839  -11.70042  -10.64690  -10.78521  -11.64265   -4.43720    8.02309   10.78208   -2.01745  -10.27912 
   3.61370    6.53528    0.85803    1.62413    0.36672   -2.21280   -0.11119    0.45226   22.55863   13.36406    4.35566   -6.26772   -3.89160   -5.39273   -7.37588  -10.85730   -6.11627    7.55372   -2.55813  -18.32006  -11.92295   -7.70048 
   6.13490    4.62216    0.29113    0.38900   -0.20584   -1.92527    3.38158    5.34889   14.61757    6.02898    6.40615  -10.48523   -9.31969  -12.29112  -16.10207   -8.67322    0.90299    8.00186    4.14804  -12.40854   -7.76914   -4.47133 
   3.38158    5.34889   14.61757    6.02898    6.40615    5.87541    5.68970    5.03230    0.34204    0.19822    2.33300    8.00186    4.14804  -12.40854   -7.76914   -4.47133   -6.73018   -8.77454  -13.20015  -12.78389   -9.16039  -11.05200 
   5.03230    0.34204    0.19822    2.33300   -0.76426   -1.66645    1.43977    6.50931   18.32787    5.24983    6.77301  -13.20015  -12.78389   -9.16039  -11.05200  -10.48043    2.09018   11.62361   -3.78892  -18.53817   -4.60458   -2.72528 
   5.08936    7.15940    2.10010    1.13884    0.57030   -0.29962   -0.95563   -2.44628   13.95867   26.12494    8.53708   -4.74209   -7.56377   -9.18436   -9.44739   -9.67109   -8.86878   -2.13933    4.04433   12.94080    8.13807  -12.82248 
