0.0000000000 -6.7477600000 -7.3459654000 -1.0480564000 0.8310821700 -0.0248011260 0.0265726350
0.1000000000 -6.7452226961 -6.8331443249 -0.3542839472 4.4110849224 0.0136946779 -0.1767051309
0.2000000000 -6.6410392148 -9.5940252864 0.5203288904 11.1694955022 -0.1316671670 0.4294343710
0.3000000000 -6.5077634908 -2.7952971713 4.3236637672 3.5761444261 0.1215823246 0.1335418071
0.4000000000 -6.4410758431 1.6270251771 5.7779177225 0.0045994797 0.0801375031 0.0321638743
0.5000000000 -6.7338314355 2.2829744158 6.2128829042 0.2223237870 0.0056970629 0.1346040683
0.6000000000 -6.7776535265 1.8490253439 6.9119281918 -0.8091907057 -0.0553996736 -0.0174452661
0.7000000000 -6.5568824043 4.3418651613 7.1157014492 -6.8700392271 0.1459664356 -0.2317090058
0.8000000000 -7.0479738221 0.4864352797 5.8654228759 -8.2136453703 0.3071987265 -0.0234572650
0.9000000000 -7.2372473942 -6.5654408109 3.1279200433 -3.5538316994 0.2753009897 0.1949286500
1.0000000000 -6.6859661972 -7.1577319142 0.1177336441 -1.9089120180 0.3000610848 -0.0493590511
1.1000000000 -6.6630660618 -6.8796442120 -2.1981317265 -1.1328063274 0.0759951314 -0.2954410126
1.2000000000 -6.8946869310 -6.7456356818 -3.1673923937 0.0405579206 -0.3629799270 -0.2786698256
1.3000000000 -7.0012536247 -7.0285598823 -2.6355453557 0.5184238184 -0.4027163867 -0.1226375571
1.4000000000 -6.6239225054 -7.3276196220 -1.3484111439 -0.0104626009 0.0037214499 -0.0038366258
1.5000000000 -6.0594694836 -7.3272002163 -0.9318916310 -0.1010639324 0.0192176561 0.0097507170
1.6000000000 -6.4596385333 -7.1957928093 -2.6683483467 0.2890268490 -0.0441424226 0.0952707712
1.7000000000 -6.6094025664 -7.2101575690 -2.1306499155 0.2131429289 -0.0249332788 0.0480653791
1.8000000000 -6.5914800101 -7.2387188399 -1.6932452104 0.0936819334 -0.0060413934 -0.0060730241
1.9000000000 -6.5297135448 -7.1427916019 -1.8039756341 0.5660660878 -0.0832642472 0.1202373804
2.0000000000 -6.4150005507 -6.8500434450 -1.6429179136 1.0267558868 -0.1631337802 0.2830863280
2.1000000000 -6.3887312708 -6.5289026407 -1.1056242597 0.5824002765 -0.1026122662 0.2475118012
2.2000000000 -6.6616826311 -6.4587575800 -0.4176302569 0.0868976716 0.0251262150 0.1160060452
2.3000000000 -7.3574492183 -6.8307437575 0.1944211213 1.0653533773 0.0470248379 0.1460685209
2.4000000000 -7.3657888248 -6.5918360695 0.5432357193 0.6864326082 0.0927611675 0.1154322062
2.5000000000 -7.3179750920 -6.5821877489 1.0118019610 -0.0311715548 0.1810478259 0.0909479807
2.6000000000 -7.6665452948 -6.5329267085 1.2117881677 0.3312502027 0.1236876813 0.0991628796
2.7000000000 -7.3862571942 -5.9459052008 0.8694089434 0.2306691479 0.0776659269 0.0233575716
2.8000000000 -7.2843015836 -6.2311712609 1.4440231130 0.4842942233 0.1561970656 0.1093466428
2.9000000000 -7.4616523428 -6.3837083372 1.8058175712 1.9067702423 0.1542206561 0.2868742851
3.0000000000 -7.5564908748 -6.6636066058 1.3550142492 5.1849448756 0.1704711843 0.5736950658
3.1000000000 -7.4469419060 -4.0960404066 3.8600308083 1.7259913300 0.2294549790 0.5588553997
3.2000000000 -7.7745848451 -3.0557032890 4.3662301265 0.7057404524 -0.3157000152 0.5063759027
3.3000000000 -8.4505559353 -1.9572452920 3.2401552662 1.1139351473 -0.5993931755 0.3419919287
3.4000000000 -8.2415029547 -0.4387468890 5.0439539438 0.4299168689 -0.3638373707 0.0603968982
3.5000000000 -7.7237511615 -0.4744225817 6.2627699399 -0.4317033315 -0.2073965744 0.0298007403
3.6000000000 -7.5477213938 -0.3401996352 6.3115091361 -0.8354186846 -0.2039009626 0.1745722540
3.7000000000 -7.4073824870 -0.1323591981 6.8254157989 -0.7120272034 -0.1485711818 0.2172765766
3.8000000000 -7.3114370454 -0.3667185243 7.0706470200 -0.3063851751 -0.0358929599 0.1490765638
3.9000000000 -7.3029142958 -0.8097838262 6.7915295668 -0.0256443161 0.0340528764 0.1054107387
4.0000000000 -7.2931535997 -1.0046120816 6.6114705454 0.0003935555 0.0852336459 0.0841712104
4.1000000000 -7.2842639882 -0.5727392843 6.5960999164 0.3773313334 0.1237863297 0.0173417020
4.2000000000 -7.4170860101 -0.2263796081 6.4587671335 0.5277093811 0.0920209396 -0.0361140633
4.3000000000 -7.5968167351 -0.4284437135 6.1774613925 0.0762898761 0.0278250025 -0.0103099190
4.4000000000 -7.6251014619 -0.3589948409 6.0805812793 0.1901848308 -0.0219872353 0.0268090060
4.5000000000 -7.5656817052 -0.0613315974 6.2258552808 0.3222438644 -0.0543094680 -0.0558704638
4.6000000000 -7.4655327064 0.1136091634 6.4383598334 0.5898032772 0.0333929783 -0.1970592250
4.7000000000 -7.4959043164 -0.0084323995 6.8547072064 0.6452431826 0.2539076847 -0.0812906157
4.8000000000 -7.7877735289 -0.6969973581 6.7212353167 0.1673554981 0.2092393717 -0.1150795734
4.9000000000 -7.9132116875 1.3231136784 5.7649387543 0.1781588018 -0.0176617331 0.0567693591
5.0000000000 -8.0269515729 -0.0697242458 5.1882795615 0.0228728549 -0.3170128086 0.0577048957
5.1000000000 -7.8848291473 0.8142134194 5.5038058093 -1.1691751027 -0.3571405678 0.2081518315
5.2000000000 -7.4104574308 1.5075644398 7.0623001460 -0.3504064303 0.0319768797 0.1223654497
5.3000000000 -7.2622742179 1.0590691407 7.5270610556 0.7169998378 0.2450790677 -0.0715965821
5.4000000000 -7.4532146610 0.8770475106 6.7476026907 0.5082019719 -0.0703124394 -0.1399854609
5.5000000000 -7.6457168081 0.8794575892 5.8600348023 -0.5812484944 -0.3679823546 0.1565200439
5.6000000000 -7.5237835233 0.3631641515 6.0303352913 -0.9525354578 -0.2203641437 0.3174134630
5.7000000000 -7.2299790509 0.4828528795 7.4835116191 -0.3862492724 0.0167990911 0.1491977800
5.8000000000 -7.1685040616 0.6487764183 7.4588240028 -0.0420320404 0.0641610800 0.0350264467
5.9000000000 -7.2798258158 0.3551784348 6.5949018295 0.1945461464 0.1075790531 -0.0777475883
6.0000000000 -7.3360812371 0.0950924889 6.6786351067 0.5210773225 0.1799837149 -0.1148024622
6.1000000000 -7.4844620887 -0.0580466937 6.3747690832 0.8802072501 0.1390567229 -0.1267487091
6.2000000000 -7.6445931667 0.3805675361 5.7359023069 0.3271175881 -0.0834039475 -0.0498176215
6.3000000000 -7.7028629231 0.7682830736 6.1946768431 -0.8743017609 -0.2593146109 0.2739957639
6.4000000000 -7.8139748386 0.3641870502 7.2147692424 -0.2019932553 -0.1493372546 0.2672610361
6.5000000000 -7.4993436175 0.4887720372 6.8677554732 0.0916214395 0.0196696074 0.0652128838
